100,0,0,广东工业大学,1,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,admin,2025-06-23 05:39:08
101,100,"0,100",大学城校区,1,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,admin,2025-06-23 05:34:10
102,100,"0,100",自动化学院,2,若依,15888888888,ry@qq.com,0,2,admin,2025-06-16 17:42:16,admin,2025-06-23 05:29:22
103,101,"0,100,101",工学1号楼,1,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,admin,2025-06-23 05:34:28
104,101,"0,100,101",工学2号楼,2,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,admin,2025-06-23 05:34:39
105,101,"0,100,101",工学3号楼,3,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,admin,2025-06-23 05:34:52
106,101,"0,100,101",工学4号楼,4,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,admin,2025-06-23 05:35:04
107,101,"0,100,101",运维部门,5,若依,15888888888,ry@qq.com,0,2,admin,2025-06-16 17:42:16,"",
108,102,"0,100,102",市场部门,1,若依,15888888888,ry@qq.com,0,2,admin,2025-06-16 17:42:16,"",
109,102,"0,100,102",财务部门,2,若依,15888888888,ry@qq.com,0,2,admin,2025-06-16 17:42:16,"",
110,103,"0,100,101,103",311,1,,,,0,0,admin,2025-06-23 05:35:59,admin,2025-06-23 05:37:20
111,104,"0,100,101,104",418,4,负责人,"",960151285@qq.com,1,2,admin,2025-06-23 05:36:06,admin,2025-07-09 07:24:56
112,103,"0,100,101,103",312,3,,,,0,2,admin,2025-07-09 07:17:40,"",
113,103,"0,100,101,103",313,4,,,,0,2,admin,2025-07-09 07:18:34,"",
