100,0,0,若依科技,0,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,admin,2025-06-23 01:38:36
101,100,"0,100",深圳总公司,1,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,"",
102,100,"0,100",长沙分公司,2,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,"",
103,101,"0,100,101",研发部门,1,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,"",
104,101,"0,100,101",市场部门,2,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,"",
105,101,"0,100,101",测试部门,3,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,"",
106,101,"0,100,101",财务部门,4,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,"",
107,101,"0,100,101",运维部门,5,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,"",
108,102,"0,100,102",市场部门,1,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,"",
109,102,"0,100,102",财务部门,2,若依,15888888888,ry@qq.com,0,0,admin,2025-06-16 17:42:16,"",
